Date,Adj Close
1/2/2018,125.1925964
1/3/2018,126.3885269
1/4/2018,126.3795471
1/5/2018,127.4225616
1/8/2018,127.5843964
1/9/2018,129.607605
1/10/2018,129.4547272
1/11/2018,130.1920166
1/12/2018,131.0642242
1/16/2018,132.0533752
1/17/2018,132.1612701
1/18/2018,132.1072845
1/19/2018,132.5029602
1/22/2018,133.2043152
1/23/2018,127.5304871
1/24/2018,127.7462997
1/25/2018,129.8413544
1/26/2018,130.6776123
1/29/2018,129.1939392
1/30/2018,128.0699615
1/31/2018,124.2574768
2/1/2018,125.9029617
2/2/2018,123.7989044
2/5/2018,117.2438812
2/6/2018,118.5386658
2/7/2018,118.1700287
2/8/2018,113.6202087
2/9/2018,116.4705811
2/12/2018,117.1359787
2/13/2018,116.8572388
2/14/2018,116.5964737
2/15/2018,117.9991913
2/16/2018,119.7255936
2/20/2018,117.6754684
2/21/2018,116.8122635
2/22/2018,116.8122635
2/23/2018,118.7095642
2/26/2018,119.5149536
2/27/2018,119.1529541
2/28/2018,117.5331345
3/1/2018,115.180275
3/2/2018,116.5739059
3/5/2018,117.4516602
3/6/2018,116.0309219
3/7/2018,116.7729721
3/8/2018,119.5058975
3/9/2018,121.0804825
3/12/2018,120.021698
3/13/2018,121.5781708
3/14/2018,119.7411804
3/15/2018,120.4108353
3/16/2018,120.9718552
3/19/2018,117.858902
3/20/2018,118.7366867
3/21/2018,118.7185898
3/22/2018,115.2707672
3/23/2018,113.2075195
3/26/2018,115.2798386
3/27/2018,115.1169281
3/28/2018,115.3341217
3/29/2018,115.9675751
4/2/2018,112.7188492
4/3/2018,116.1485825
4/4/2018,118.0127487
4/5/2018,118.2842026
4/6/2018,115.9223404
4/9/2018,117.1711273
4/10/2018,117.8679581
4/11/2018,117.3068848
4/12/2018,118.030838
4/13/2018,118.2027664
4/16/2018,119.2344055
4/17/2018,118.1303864
4/18/2018,115.578476
4/19/2018,115.4246216
4/20/2018,114.6192398
4/23/2018,114.7730713
4/24/2018,114.1939011
4/25/2018,114.7097244
4/26/2018,115.8408966
4/27/2018,116.0761719
4/30/2018,114.4653854
5/1/2018,114.0310135
5/2/2018,111.7596359
5/3/2018,111.3343048
5/4/2018,112.3840485
5/7/2018,111.8410721
5/8/2018,110.9542236
5/9/2018,111.7686768
5/10/2018,113.4337692
5/11/2018,115.144104
5/14/2018,114.0762787
5/15/2018,113.2346725
5/16/2018,113.4337692
5/17/2018,112.0763474
5/18/2018,112.4292755
5/21/2018,111.9587097
5/22/2018,111.2257156
5/23/2018,111.7143936
5/24/2018,110.6284637
5/25/2018,110.7378464
5/29/2018,108.8507614
5/30/2018,110.2820435
5/31/2018,109.0513229
6/1/2018,110.546402
6/4/2018,111.1754227
6/5/2018,110.7469711
6/6/2018,111.9412308
6/7/2018,112.4335175
6/8/2018,113.0990219
6/11/2018,111.8227158
6/12/2018,111.7133179
6/13/2018,111.7953644
6/14/2018,111.5948029
6/15/2018,111.7771301
6/18/2018,110.6010971
6/19/2018,111.7406769
6/20/2018,111.2574997
6/21/2018,110.7196198
6/22/2018,111.9868164
6/25/2018,111.7588959
6/26/2018,111.5401001
6/27/2018,110.8654938
6/28/2018,111.2210236
6/29/2018,110.6193237
7/2/2018,110.83815
7/3/2018,111.8682785
7/5/2018,113.9559784
7/6/2018,114.6397171
7/9/2018,114.913208
7/10/2018,116.1256866
7/11/2018,115.0863953
7/12/2018,116.4721146
7/13/2018,114.8038101
7/16/2018,113.6733551
7/17/2018,117.7028503
7/18/2018,116.5085907
7/19/2018,114.8129272
7/20/2018,114.7308731
7/23/2018,115.4419479
7/24/2018,117.930748
7/25/2018,117.2561417
7/26/2018,118.769455
7/27/2018,119.9272842
7/30/2018,120.492485
7/31/2018,120.8115692
8/1/2018,120.9209671
8/2/2018,119.6537628
8/3/2018,120.2919159
8/6/2018,120.3557587
8/7/2018,119.8452301
8/8/2018,119.5808258
8/9/2018,119.6082001
8/10/2018,119.1979294
8/13/2018,118.7147598
8/14/2018,118.0583649
8/15/2018,118.9062195
8/16/2018,120.7751007
8/17/2018,122.5892715
8/20/2018,124.7863312
8/21/2018,123.3915176
8/22/2018,122.7169037
8/23/2018,123.1727371
8/24/2018,123.9385071
8/27/2018,123.8192139
8/28/2018,123.2685928
8/29/2018,123.7641678
8/30/2018,123.8467407
8/31/2018,123.6081543
9/4/2018,122.7179413
9/5/2018,124.6818619
9/6/2018,125.6087646
9/7/2018,126.021759
9/10/2018,125.9207916
9/11/2018,127.1138458
9/12/2018,127.8938904
9/13/2018,128.3802795
9/14/2018,128.0131989
9/17/2018,128.444519
9/18/2018,128.9768066
9/19/2018,128.9033966
9/20/2018,130.2983551
9/21/2018,131.1243134
9/24/2018,128.9125671
9/25/2018,127.233139
9/26/2018,126.7926331
9/27/2018,126.847702
9/28/2018,126.8018265
10/1/2018,128.1967621
10/2/2018,128.9217529
10/3/2018,127.5910568
10/4/2018,127.884697
10/5/2018,127.6552963
10/8/2018,127.9214554
10/9/2018,127.7470779
10/10/2018,126.3980179
10/11/2018,122.828064
10/12/2018,122.8555984
10/15/2018,122.9290161
10/16/2018,125.3242874
10/17/2018,127.9856796
10/18/2018,128.0223846
10/19/2018,127.609436
10/22/2018,127.2698441
10/23/2018,127.4992828
10/24/2018,126.1593781
10/25/2018,127.0771103
10/26/2018,125.7005463
10/29/2018,126.232811
10/30/2018,129.1695557
10/31/2018,128.4720764
11/1/2018,129.2338104
11/2/2018,129.1053009
11/5/2018,130.5002441
11/6/2018,130.8398132
11/7/2018,132.8404388
11/8/2018,133.3452148
11/9/2018,133.3818817
11/12/2018,133.6388397
11/13/2018,132.7761841
11/14/2018,132.3815613
11/15/2018,132.6110077
11/16/2018,133.9784241
11/19/2018,135.5752411
11/20/2018,134.400589
11/21/2018,130.3075409
11/23/2018,130.5277557
11/26/2018,130.5647125
11/27/2018,132.2733154
11/28/2018,135.2471924
11/29/2018,134.7022858
11/30/2018,135.6720428
12/3/2018,135.03479
12/4/2018,134.8685303
12/6/2018,134.7577362
12/7/2018,134.3143921
12/10/2018,134.1573944
12/11/2018,135.302597
12/12/2018,135.8567657
12/13/2018,136.5401764
12/14/2018,122.834465
12/17/2018,119.2694931
12/18/2018,120.4516373
12/19/2018,117.8564377
12/20/2018,118.4659805
12/21/2018,118.2997437
12/24/2018,113.4510117
12/26/2018,117.0252228
12/27/2018,117.6717224
12/28/2018,117.5424118
12/31/2018,119.1863708
1/2/2019,117.9857254
1/3/2019,116.1108932
1/4/2019,118.0596237
1/7/2019,117.3022842
1/8/2019,120.026825
1/9/2019,119.0755234
1/10/2019,119.7959213
1/11/2019,119.8328629
1/14/2019,118.4752121
1/15/2019,119.4726639
1/16/2019,118.2535477
1/17/2019,119.2233124
1/18/2019,120.7010269
1/22/2019,118.9554825
1/23/2019,118.9554825
1/24/2019,117.3207626
1/25/2019,118.4290543
1/28/2019,119.1309509
1/29/2019,120.3685455
1/30/2019,121.578392
1/31/2019,122.9083633
2/1/2019,123.9427338
2/4/2019,122.7236404
2/5/2019,122.7236404
2/6/2019,122.834465
2/7/2019,121.9570618
2/8/2019,122.280304
2/11/2019,121.9108887
2/12/2019,123.9058075
2/13/2019,124.1736374
2/14/2019,124.0443115
2/15/2019,125.9561462
2/19/2019,125.31884
2/20/2019,125.9284134
2/21/2019,125.0694885
2/22/2019,126.1593246
2/25/2019,126.6241531
2/26/2019,126.5404663
2/27/2019,126.3173523
2/28/2019,127.0332413
3/1/2019,128.6229858
3/4/2019,128.7438507
3/5/2019,129.0134583
3/6/2019,129.3109436
3/7/2019,128.5207214
3/8/2019,128.3533783
3/11/2019,128.8182373
3/12/2019,129.3946381
3/13/2019,129.6084747
3/14/2019,128.3161926
3/15/2019,127.9257278
3/18/2019,127.5259323
3/19/2019,128.7066498
3/20/2019,127.6375122
3/21/2019,128.390564
3/22/2019,127.2842331
3/25/2019,127.0053329
3/26/2019,128.8275146
