Date,Adj Close,new_cases
2020-12-29,35.65492249,1517506
2020-12-30,35.3565979,1728110
2020-12-31,35.42396164,1765165
2021-01-04,35.42396164,1257834
2021-01-05,35.78964615,1730077
2021-01-06,35.48169708,1783387
2021-01-07,35.66454697,2090477
2021-01-08,35.73190689,1873363
2021-01-11,36.34780884,1402259
2021-01-12,35.78002548,1578673
2021-01-13,35.47207642,1709616
2021-01-14,35.36621857,1703058
2021-01-15,35.31810379,1665119
2021-01-19,35.34697342,1324735
2021-01-20,35.12562943,895212
2021-01-21,35.10638428,1462216
2021-01-22,35.17374802,1487459
2021-01-25,35.87625885,1181753
2021-01-26,35.90513611,1207416
2021-01-27,34.87542343,1378410
2021-01-28,34.88515472,1367348
2021-01-29,34.92406464,1319524
2021-02-01,34.82678223,1060558
2021-02-02,34.03880692,1028251
2021-02-03,33.8928833,1181436
2021-02-04,33.94152069,1036290
2021-02-05,33.97070313,1221952
2021-02-08,33.87342453,776188
2021-02-09,34.01934814,866018
2021-02-10,33.79560089,978520
2021-02-11,33.49402618,1114595
2021-02-12,33.77614594,1059293
2021-02-16,33.74695969,1059456
2021-02-17,33.94152069,1191713
2021-02-18,33.62049484,1257805
2021-02-19,33.50375366,1272328
2021-02-22,33.32864761,849287
2021-02-23,32.98816299,1188418
2021-02-24,32.8325119,1392992
2021-02-25,32.90061188,1396659
2021-02-26,32.57958221,1379726
2021-03-01,32.7741394,903980
2021-03-02,32.59903717,887141
2021-03-03,33.45511246,1374135
2021-03-04,33.27028275,1407693
2021-03-05,33.45511246,1376219
2021-03-08,33.41620255,870245
2021-03-09,33.51348495,1276443
2021-03-10,33.98043442,1472903
2021-03-11,33.76641083,1465606
2021-03-12,33.9901619,1493939
2021-03-15,34.44738388,1018403
2021-03-16,34.85597229,1419991
2021-03-17,34.81705475,1699116
2021-03-18,34.79760361,1648020
2021-03-19,34.56412125,1703453
2021-03-22,35.02134705,1203546
2021-03-23,34.39874649,1517895
2021-03-24,34.6419487,1950302
2021-03-25,34.70031738,1972702
2021-03-26,35.26455307,1893275
2021-03-29,35.62449265,1254529
2021-03-30,35.12835693,1666628
2021-03-31,35.2450943,2058427
2021-04-01,35.31319046,2057375
2021-04-05,35.29373169,1238185
2021-04-06,35.06998825,1498068
2021-04-07,34.93379211,1746729
2021-04-08,34.98243332,2410198
2021-04-09,35.60503387,1896846
2021-04-12,35.96497726,1751762
2021-04-13,36.14981461,2328545
2021-04-14,36.15953827,2433665
2021-04-15,36.57784653,2380072
2021-04-16,37.52148438,2486785
2021-04-19,37.87169266,1890766
2021-04-20,37.96897507,2445520
2021-04-21,38.4553833,2486168
2021-04-22,37.58957672,2529818
2021-04-23,37.60903549,2496680
2021-04-26,37.62849045,1768431
2021-04-27,37.40474319,2305437
2021-04-28,37.75495911,2485961
2021-04-29,37.55066299,2399096
2021-04-30,37.59930801,2347080
2021-05-03,38.74723434,1743031
2021-05-04,38.8639679,2129993
2021-05-05,38.88342285,2229462
2021-05-06,38.5002861,2271630
2021-05-07,38.88342667,2162910
2021-05-10,39.15849686,1573000
2021-05-11,38.65746689,1944866
2021-05-12,38.9914856,1984580
2021-05-13,39.39427185,1908055
2021-05-14,39.31568146,1858649
2021-05-17,39.40409851,1369653
2021-05-18,39.34515381,1640534
2021-05-19,39.12902832,1802851
2021-05-20,39.41391754,1632581
2021-05-21,39.24691391,1646260
2021-05-24,39.109375,1146097
2021-05-25,38.63782501,1390039
2021-05-26,38.23503494,1508174
2021-05-27,37.96979141,1484412
2021-05-28,38.04838181,1339465
2021-06-01,37.82242966,1248324
2021-06-02,38.10733032,1314467
2021-06-03,38.28416061,1319023
2021-06-04,38.46099472,1142887
2021-06-07,38.30381012,863649
2021-06-08,38.16627121,995383
2021-06-09,39.109375,1139959
2021-06-10,39.96406555,1234981
2021-06-11,39.44339371,1145373
2021-06-14,38.93254471,825828
2021-06-15,38.89324951,1024109
2021-06-16,38.60834885,1045253
2021-06-17,38.78518295,1065563
2021-06-18,38.12697601,1091310
2021-06-21,38.72623825,793783
2021-06-22,38.9128952,1112784
2021-06-23,38.36275101,1069504
2021-06-24,38.5002861,1084926
2021-06-25,38.29397964,1122220
2021-06-28,38.43151855,887772
2021-06-29,38.41186905,1017475
2021-06-30,38.47081757,1065759
2021-07-01,38.86377716,1172555
2021-07-02,39.03078461,1180462
2021-07-06,38.598526,1219689
2021-07-07,38.65746689,1251137
2021-07-08,38.55923462,1289064
2021-07-09,38.9128952,1386812
2021-07-12,39.06025314,1201467
2021-07-13,38.95219421,1463212
2021-07-14,39.24691391,1471424
2021-07-15,39.38444519,1587522
2021-07-16,39.63986969,1670112
2021-07-19,39.44339371,1437020
2021-07-20,40.3275528,1508631
2021-07-21,40.29808044,1607388
2021-07-22,40.7401619,1620841
2021-07-23,40.94646835,2107615
2021-07-26,41.07417679,1555403
2021-07-27,41.35907364,1742475
2021-07-28,42.68531418,1828075
2021-07-29,42.41766739,1848487
2021-07-30,42.43749237,2093884
2021-08-02,43.57748413,1676158
2021-08-03,45.28251648,1819003
2021-08-04,44.79677963,1934761
2021-08-05,44.66791534,1989711
2021-08-06,44.67782593,2401041
2021-08-09,45.57990646,2082688
2021-08-10,47.77067566,2072533
2021-08-11,45.90703583,2346892
2021-08-12,46.82894516,2250905
2021-08-13,48.05815506,2772385
2021-08-16,48.48441315,2356792
2021-08-17,49.98126984,2336224
2021-08-18,48.88093185,2474254
2021-08-19,48.37537003,2435115
2021-08-20,48.29606628,2744337
2021-08-23,49.4955368,2396161
2021-08-24,47.95902634,2379161
2021-08-25,47.09659195,2501817
2021-08-26,46.96772766,2519636
2021-08-27,46.19451141,2551555
2021-08-30,46.3531189,2409669
2021-08-31,45.6691246,2126886
2021-09-01,45.63938522,2570974
2021-09-02,46.43242264,2354494
2021-09-03,46.43242264,2511404
2021-09-07,46.34320831,2565721
2021-09-08,46.10529327,2212413
2021-09-09,45.62947083,2278468
2021-09-10,45.19330215,2253929
2021-09-13,44.1920929,2153688
2021-09-14,44.32095718,1953439
2021-09-15,44.38043594,2005598
2021-09-16,44.08304977,2074683
2021-09-17,43.50809479,2221693
2021-09-20,43.81539536,1893740
2021-09-21,43.53783035,1740078
2021-09-22,43.56757355,1915914
2021-09-23,43.80548096,1872333
2021-09-24,43.55765533,1986829
2021-09-27,43.19087601,1696436
2021-09-28,42.6654892,1643618
2021-09-29,43.15122604,1788239
2021-09-30,42.63574982,1775322
2021-10-01,42.55644608,1901886
2021-10-04,42.05088425,1660473
2021-10-05,41.95175552,1592255
2021-10-06,41.65436554,1868017
2021-10-07,42.36810303,1682241
2021-10-08,42.08062363,1790488
2021-10-11,41.69401932,1435786
2021-10-12,41.48584366,1652078
2021-10-13,41.05958557,1732167
2021-10-14,41.30740738,1696711
2021-10-15,41.12897873,1746204
2021-10-18,40.96045685,1558687
2021-10-19,41.72375488,1683098
2021-10-20,42.42757797,1795161
2021-10-21,42.48705673,1737841
2021-10-22,42.78444672,1829328
2021-10-25,42.77453232,1648848
2021-10-26,43.18096542,1719957
2021-10-27,42.59609985,1464066
2021-10-28,42.8042717,1326276
2021-10-29,43.3594017,1515432
2021-11-01,43.26026917,1235371
2021-11-02,45.05451965,1262864
2021-11-03,44.43000031,1627979
2021-11-04,43.84999847,1580604
2021-11-05,48.61000061,1517948
2021-11-08,48.33000183,1471183
2021-11-09,47.29999924,1491059
2021-11-10,49.02000046,1421851
2021-11-11,50.18000031,1291081
2021-11-12,49.72999954,1299171
2021-11-15,49.65000153,1212406
2021-11-16,49.59999847,1193076
2021-11-17,50.86999893,1439204
2021-11-18,51.40999985,1302339
2021-11-19,50.79999924,1302937
2021-11-22,51.20000076,1366826
2021-11-23,51.08000183,1232692
2021-11-24,50.88999939,1449886
2021-11-26,54.0,1272077
2021-11-29,52.40000153,1436444
2021-11-30,53.72999954,1343060
2021-12-01,54.68000031,1548542
2021-12-02,53.04000092,1115485
2021-12-03,54.27000046,1121923
2021-12-06,51.47999954,877923
2021-12-07,51.72000122,1056993
2021-12-08,51.40000153,1043742
2021-12-09,52.08000183,1128676
2021-12-10,52.77999878,1074918
2021-12-13,55.20000076,786238
2021-12-14,55.54000092,755147
2021-12-15,58.79999924,859389
2021-12-16,61.25,861499
2021-12-17,59.47999954,872425
2021-12-20,61.02000046,923277
2021-12-21,58.95000076,894734
2021-12-22,59.54999924,1093431
2021-12-23,58.70999908,1191243
2021-12-27,59.20000076,1687896
2021-12-28,58.00999832,1221028
2021-12-29,57.58000183,1670232
2021-12-30,58.40000153,1857979
2021-12-31,59.04999924,1672219
2022-01-03,56.65000153,2561681
2022-01-04,54.52999878,2572242
2022-01-05,55.63000107,2400965
2022-01-06,54.84000015,2678958
2022-01-07,55.72000122,2652568
2022-01-10,56.24000168,2890371
