,Date,Open,High,Low,Close,Adj.Close,Volume
49,1965-03-18,1182.689941,1182.689941,1182.689941,1182.689941,1182.689941,0.0
50,1965-03-19,1175.880005,1175.880005,1175.880005,1175.880005,1175.880005,0.0
51,1965-03-23,1167.790039,1167.790039,1167.790039,1167.790039,1167.790039,0.0
52,1965-03-24,1157.050049,1157.050049,1157.050049,1157.050049,1157.050049,0.0
53,1965-03-25,1157.069946,1157.069946,1157.069946,1157.069946,1157.069946,0.0
54,1965-03-26,1162.77002,1162.77002,1162.77002,1162.77002,1162.77002,0.0
55,1965-03-29,1188.790039,1188.790039,1188.790039,1188.790039,1188.790039,0.0
56,1965-03-30,1139.800049,1139.800049,1139.800049,1139.800049,1139.800049,0.0
57,1965-03-31,1132.77002,1132.77002,1132.77002,1132.77002,1132.77002,0.0
58,1965-04-01,1127.579956,1127.579956,1127.579956,1127.579956,1127.579956,0.0
59,1965-04-02,1128.569946,1128.569946,1128.569946,1128.569946,1128.569946,0.0
60,1965-04-05,1124.449951,1124.449951,1124.449951,1124.449951,1124.449951,0.0
61,1965-04-06,1154.390015,1154.390015,1154.390015,1154.390015,1154.390015,0.0
62,1965-04-07,1159.97998,1159.97998,1159.97998,1159.97998,1159.97998,0.0
63,1965-04-08,1183.119995,1183.119995,1183.119995,1183.119995,1183.119995,0.0
64,1965-04-09,1180.569946,1180.569946,1180.569946,1180.569946,1180.569946,0.0
65,1965-04-12,1163.0,1163.0,1163.0,1163.0,1163.0,0.0
66,1965-04-13,1149.410034,1149.410034,1149.410034,1149.410034,1149.410034,0.0
67,1965-04-14,1142.22998,1142.22998,1142.22998,1142.22998,1142.22998,0.0
68,1965-04-15,1161.72998,1161.72998,1161.72998,1161.72998,1161.72998,0.0
69,1965-04-16,1148.209961,1148.209961,1148.209961,1148.209961,1148.209961,0.0
70,1965-04-19,1136.130005,1136.130005,1136.130005,1136.130005,1136.130005,0.0
71,1965-04-20,1131.170044,1131.170044,1131.170044,1131.170044,1131.170044,0.0
72,1965-04-21,1119.859985,1119.859985,1119.859985,1119.859985,1119.859985,0.0
73,1965-04-22,1144.550049,1144.550049,1144.550049,1144.550049,1144.550049,0.0
74,1965-04-23,1133.300049,1133.300049,1133.300049,1133.300049,1133.300049,0.0
75,1965-04-26,1144.219971,1144.219971,1144.219971,1144.219971,1144.219971,0.0
76,1965-04-27,1150.079956,1150.079956,1150.079956,1150.079956,1150.079956,0.0
77,1965-04-28,1171.060059,1171.060059,1171.060059,1171.060059,1171.060059,0.0
78,1965-04-30,1176.640015,1176.640015,1176.640015,1176.640015,1176.640015,0.0
79,1965-05-06,1163.51001,1163.51001,1163.51001,1163.51001,1163.51001,0.0
80,1965-05-07,1162.630005,1162.630005,1162.630005,1162.630005,1162.630005,0.0
81,1965-05-10,1162.5,1162.5,1162.5,1162.5,1162.5,0.0
82,1965-05-11,1163.869995,1163.869995,1163.869995,1163.869995,1163.869995,0.0
83,1965-05-12,1157.170044,1157.170044,1157.170044,1157.170044,1157.170044,0.0
84,1965-05-13,1159.859985,1159.859985,1159.859985,1159.859985,1159.859985,0.0
85,1965-05-14,1150.469971,1150.469971,1150.469971,1150.469971,1150.469971,0.0
86,1965-05-17,1149.0,1149.0,1149.0,1149.0,1149.0,0.0
87,1965-05-18,1147.25,1147.25,1147.25,1147.25,1147.25,0.0
88,1965-05-19,1140.790039,1140.790039,1140.790039,1140.790039,1140.790039,0.0
89,1965-05-20,1141.22998,1141.22998,1141.22998,1141.22998,1141.22998,0.0
90,1965-05-21,1142.689941,1142.689941,1142.689941,1142.689941,1142.689941,0.0
91,1965-05-24,1133.630005,1133.630005,1133.630005,1133.630005,1133.630005,0.0
92,1965-05-25,1124.829956,1124.829956,1124.829956,1124.829956,1124.829956,0.0
93,1965-05-26,1117.660034,1117.660034,1117.660034,1117.660034,1117.660034,0.0
94,1965-05-27,1101.0,1101.0,1101.0,1101.0,1101.0,0.0
95,1965-05-28,1081.51001,1081.51001,1081.51001,1081.51001,1081.51001,0.0
96,1965-05-31,1096.599976,1096.599976,1096.599976,1096.599976,1096.599976,0.0
97,1965-06-01,1092.849976,1092.849976,1092.849976,1092.849976,1092.849976,0.0
98,1965-06-02,1119.26001,1119.26001,1119.26001,1119.26001,1119.26001,0.0
99,1965-06-03,1131.319946,1131.319946,1131.319946,1131.319946,1131.319946,0.0
100,1965-06-04,1120.530029,1120.530029,1120.530029,1120.530029,1120.530029,0.0
101,1965-06-07,1114.52002,1114.52002,1114.52002,1114.52002,1114.52002,0.0
102,1965-06-08,1109.420044,1109.420044,1109.420044,1109.420044,1109.420044,0.0
103,1965-06-09,1101.349976,1101.349976,1101.349976,1101.349976,1101.349976,0.0
104,1965-06-10,1090.380005,1090.380005,1090.380005,1090.380005,1090.380005,0.0
105,1965-06-11,1093.140015,1093.140015,1093.140015,1093.140015,1093.140015,0.0
106,1965-06-14,1080.290039,1080.290039,1080.290039,1080.290039,1080.290039,0.0
107,1965-06-15,1069.069946,1069.069946,1069.069946,1069.069946,1069.069946,0.0
108,1965-06-16,1062.680054,1062.680054,1062.680054,1062.680054,1062.680054,0.0
109,1965-06-17,1055.599976,1055.599976,1055.599976,1055.599976,1055.599976,0.0
110,1965-06-18,1080.209961,1080.209961,1080.209961,1080.209961,1080.209961,0.0
111,1965-06-21,1075.599976,1075.599976,1075.599976,1075.599976,1075.599976,0.0
112,1965-06-22,1104.030029,1104.030029,1104.030029,1104.030029,1104.030029,0.0
113,1965-06-23,1091.170044,1091.170044,1091.170044,1091.170044,1091.170044,0.0
114,1965-06-24,1090.660034,1090.660034,1090.660034,1090.660034,1090.660034,0.0
115,1965-06-25,1096.560059,1096.560059,1096.560059,1096.560059,1096.560059,0.0
116,1965-06-28,1072.410034,1072.410034,1072.410034,1072.410034,1072.410034,0.0
117,1965-06-29,1067.719971,1067.719971,1067.719971,1067.719971,1067.719971,0.0
118,1965-06-30,1060.109985,1060.109985,1060.109985,1060.109985,1060.109985,0.0
119,1965-07-01,1064.589966,1064.589966,1064.589966,1064.589966,1064.589966,0.0
120,1965-07-02,1065.890015,1065.890015,1065.890015,1065.890015,1065.890015,0.0
121,1965-07-05,1049.069946,1049.069946,1049.069946,1049.069946,1049.069946,0.0
122,1965-07-06,1046.97998,1046.97998,1046.97998,1046.97998,1046.97998,0.0
123,1965-07-07,1037.52002,1037.52002,1037.52002,1037.52002,1037.52002,0.0
124,1965-07-08,1038.449951,1038.449951,1038.449951,1038.449951,1038.449951,0.0
125,1965-07-09,1032.949951,1032.949951,1032.949951,1032.949951,1032.949951,0.0
126,1965-07-12,1020.48999,1020.48999,1020.48999,1020.48999,1020.48999,0.0
127,1965-07-13,1026.77002,1026.77002,1026.77002,1026.77002,1026.77002,0.0
128,1965-07-14,1033.140015,1033.140015,1033.140015,1033.140015,1033.140015,0.0
129,1965-07-15,1024.680054,1024.680054,1024.680054,1024.680054,1024.680054,0.0
130,1965-07-16,1037.969971,1037.969971,1037.969971,1037.969971,1037.969971,0.0
131,1965-07-19,1037.52002,1037.52002,1037.52002,1037.52002,1037.52002,0.0
132,1965-07-21,1045.689941,1045.689941,1045.689941,1045.689941,1045.689941,0.0
133,1965-07-22,1036.069946,1036.069946,1036.069946,1036.069946,1036.069946,0.0
134,1965-07-23,1027.849976,1027.849976,1027.849976,1027.849976,1027.849976,0.0
135,1965-07-26,1034.339966,1034.339966,1034.339966,1034.339966,1034.339966,0.0
136,1965-07-27,1052.060059,1052.060059,1052.060059,1052.060059,1052.060059,0.0
137,1965-07-28,1066.189941,1066.189941,1066.189941,1066.189941,1066.189941,0.0
138,1965-07-29,1085.410034,1085.410034,1085.410034,1085.410034,1085.410034,0.0
139,1965-07-30,1097.199951,1097.199951,1097.199951,1097.199951,1097.199951,0.0
140,1965-08-02,1120.589966,1120.589966,1120.589966,1120.589966,1120.589966,0.0
141,1965-08-03,1111.689941,1111.689941,1111.689941,1111.689941,1111.689941,0.0
142,1965-08-04,1135.310059,1135.310059,1135.310059,1135.310059,1135.310059,0.0
143,1965-08-05,1153.709961,1153.709961,1153.709961,1153.709961,1153.709961,0.0
144,1965-08-06,1145.869995,1145.869995,1145.869995,1145.869995,1145.869995,0.0
145,1965-08-09,1150.569946,1150.569946,1150.569946,1150.569946,1150.569946,0.0
146,1965-08-10,1133.0,1133.0,1133.0,1133.0,1133.0,0.0
147,1965-08-11,1122.089966,1122.089966,1122.089966,1122.089966,1122.089966,0.0
148,1965-08-12,1130.329956,1130.329956,1130.329956,1130.329956,1130.329956,0.0
149,1965-08-13,1146.660034,1146.660034,1146.660034,1146.660034,1146.660034,0.0
150,1965-08-16,1158.349976,1158.349976,1158.349976,1158.349976,1158.349976,0.0
151,1965-08-17,1151.77002,1151.77002,1151.77002,1151.77002,1151.77002,0.0
152,1965-08-18,1157.02002,1157.02002,1157.02002,1157.02002,1157.02002,0.0
153,1965-08-19,1168.619995,1168.619995,1168.619995,1168.619995,1168.619995,0.0
154,1965-08-20,1165.810059,1165.810059,1165.810059,1165.810059,1165.810059,0.0
155,1965-08-23,1170.920044,1170.920044,1170.920044,1170.920044,1170.920044,0.0
156,1965-08-24,1183.339966,1183.339966,1183.339966,1183.339966,1183.339966,0.0
157,1965-08-25,1198.910034,1198.910034,1198.910034,1198.910034,1198.910034,0.0
158,1965-08-26,1198.380005,1198.380005,1198.380005,1198.380005,1198.380005,0.0
159,1965-08-27,1214.949951,1214.949951,1214.949951,1214.949951,1214.949951,0.0
160,1965-08-30,1245.48999,1245.48999,1245.48999,1245.48999,1245.48999,0.0
161,1965-08-31,1255.579956,1255.579956,1255.579956,1255.579956,1255.579956,0.0
162,1965-09-01,1249.719971,1249.719971,1249.719971,1249.719971,1249.719971,0.0
163,1965-09-02,1240.069946,1240.069946,1240.069946,1240.069946,1240.069946,0.0
164,1965-09-03,1256.219971,1256.219971,1256.219971,1256.219971,1256.219971,0.0
165,1965-09-06,1235.780029,1235.780029,1235.780029,1235.780029,1235.780029,0.0
166,1965-09-07,1239.97998,1239.97998,1239.97998,1239.97998,1239.97998,0.0
167,1965-09-08,1260.02002,1260.02002,1260.02002,1260.02002,1260.02002,0.0
168,1965-09-09,1277.150024,1277.150024,1277.150024,1277.150024,1277.150024,0.0
169,1965-09-10,1273.22998,1273.22998,1273.22998,1273.22998,1273.22998,0.0
170,1965-09-13,1250.290039,1250.290039,1250.290039,1250.290039,1250.290039,0.0
171,1965-09-14,1250.099976,1250.099976,1250.099976,1250.099976,1250.099976,0.0
172,1965-09-16,1242.949951,1242.949951,1242.949951,1242.949951,1242.949951,0.0
173,1965-09-17,1266.400024,1266.400024,1266.400024,1266.400024,1266.400024,0.0
174,1965-09-20,1271.76001,1271.76001,1271.76001,1271.76001,1271.76001,0.0
175,1965-09-21,1253.25,1253.25,1253.25,1253.25,1253.25,0.0
176,1965-09-22,1252.160034,1252.160034,1252.160034,1252.160034,1252.160034,0.0
177,1965-09-24,1243.400024,1243.400024,1243.400024,1243.400024,1243.400024,0.0
178,1965-09-27,1233.410034,1233.410034,1233.410034,1233.410034,1233.410034,0.0
179,1965-09-28,1251.880005,1251.880005,1251.880005,1251.880005,1251.880005,0.0
180,1965-09-29,1235.810059,1235.810059,1235.810059,1235.810059,1235.810059,0.0
181,1965-09-30,1223.73999,1223.73999,1223.73999,1223.73999,1223.73999,0.0
182,1965-10-01,1210.109985,1210.109985,1210.109985,1210.109985,1210.109985,0.0
183,1965-10-04,1204.47998,1204.47998,1204.47998,1204.47998,1204.47998,0.0
184,1965-10-05,1191.890015,1191.890015,1191.890015,1191.890015,1191.890015,0.0
185,1965-10-06,1201.900024,1201.900024,1201.900024,1201.900024,1201.900024,0.0
186,1965-10-07,1207.459961,1207.459961,1207.459961,1207.459961,1207.459961,0.0
187,1965-10-08,1198.109985,1198.109985,1198.109985,1198.109985,1198.109985,0.0
188,1965-10-12,1233.77002,1233.77002,1233.77002,1233.77002,1233.77002,0.0
189,1965-10-13,1258.339966,1258.339966,1258.339966,1258.339966,1258.339966,0.0
190,1965-10-14,1243.550049,1243.550049,1243.550049,1243.550049,1243.550049,0.0
191,1965-10-15,1253.869995,1253.869995,1253.869995,1253.869995,1253.869995,0.0
192,1965-10-18,1248.839966,1248.839966,1248.839966,1248.839966,1248.839966,0.0
193,1965-10-19,1253.339966,1253.339966,1253.339966,1253.339966,1253.339966,0.0
194,1965-10-20,1242.77002,1242.77002,1242.77002,1242.77002,1242.77002,0.0
195,1965-10-21,1242.23999,1242.23999,1242.23999,1242.23999,1242.23999,0.0
196,1965-10-22,1240.859985,1240.859985,1240.859985,1240.859985,1240.859985,0.0
197,1965-10-25,1222.829956,1222.829956,1222.829956,1222.829956,1222.829956,0.0
198,1965-10-26,1234.73999,1234.73999,1234.73999,1234.73999,1234.73999,0.0
199,1965-10-27,1247.420044,1247.420044,1247.420044,1247.420044,1247.420044,0.0
200,1965-10-28,1250.369995,1250.369995,1250.369995,1250.369995,1250.369995,0.0
201,1965-10-29,1250.680054,1250.680054,1250.680054,1250.680054,1250.680054,0.0
202,1965-11-01,1268.0,1268.0,1268.0,1268.0,1268.0,0.0
203,1965-11-02,1264.599976,1264.599976,1264.599976,1264.599976,1264.599976,0.0
204,1965-11-04,1268.640015,1268.640015,1268.640015,1268.640015,1268.640015,0.0
205,1965-11-05,1262.800049,1262.800049,1262.800049,1262.800049,1262.800049,0.0
206,1965-11-08,1284.310059,1284.310059,1284.310059,1284.310059,1284.310059,0.0
207,1965-11-09,1295.420044,1295.420044,1295.420044,1295.420044,1295.420044,0.0
208,1965-11-10,1300.969971,1300.969971,1300.969971,1300.969971,1300.969971,0.0
209,1965-11-11,1304.900024,1304.900024,1304.900024,1304.900024,1304.900024,0.0
210,1965-11-12,1323.109985,1323.109985,1323.109985,1323.109985,1323.109985,0.0
211,1965-11-15,1304.219971,1304.219971,1304.219971,1304.219971,1304.219971,0.0
212,1965-11-16,1319.869995,1319.869995,1319.869995,1319.869995,1319.869995,0.0
213,1965-11-17,1313.810059,1313.810059,1313.810059,1313.810059,1313.810059,0.0
214,1965-11-18,1340.469971,1340.469971,1340.469971,1340.469971,1340.469971,0.0
215,1965-11-19,1329.280029,1329.280029,1329.280029,1329.280029,1329.280029,0.0
216,1965-11-22,1343.670044,1343.670044,1343.670044,1343.670044,1343.670044,0.0
217,1965-11-24,1354.420044,1354.420044,1354.420044,1354.420044,1354.420044,0.0
218,1965-11-25,1325.560059,1325.560059,1325.560059,1325.560059,1325.560059,0.0
219,1965-11-26,1335.930054,1335.930054,1335.930054,1335.930054,1335.930054,0.0
220,1965-11-29,1359.810059,1359.810059,1359.810059,1359.810059,1359.810059,0.0
221,1965-11-30,1373.160034,1373.160034,1373.160034,1373.160034,1373.160034,0.0
222,1965-12-01,1377.670044,1377.670044,1377.670044,1377.670044,1377.670044,0.0
223,1965-12-02,1409.069946,1409.069946,1409.069946,1409.069946,1409.069946,0.0
224,1965-12-03,1376.560059,1376.560059,1376.560059,1376.560059,1376.560059,0.0
225,1965-12-06,1315.26001,1315.26001,1315.26001,1315.26001,1315.26001,0.0
226,1965-12-07,1349.300049,1349.300049,1349.300049,1349.300049,1349.300049,0.0
227,1965-12-08,1357.780029,1357.780029,1357.780029,1357.780029,1357.780029,0.0
228,1965-12-09,1330.079956,1330.079956,1330.079956,1330.079956,1330.079956,0.0
229,1965-12-10,1334.939941,1334.939941,1334.939941,1334.939941,1334.939941,0.0
230,1965-12-13,1340.050049,1340.050049,1340.050049,1340.050049,1340.050049,0.0
231,1965-12-14,1347.829956,1347.829956,1347.829956,1347.829956,1347.829956,0.0
232,1965-12-15,1362.810059,1362.810059,1362.810059,1362.810059,1362.810059,0.0
233,1965-12-16,1373.619995,1373.619995,1373.619995,1373.619995,1373.619995,0.0
234,1965-12-17,1369.839966,1369.839966,1369.839966,1369.839966,1369.839966,0.0
235,1965-12-20,1367.420044,1367.420044,1367.420044,1367.420044,1367.420044,0.0
236,1965-12-21,1364.969971,1364.969971,1364.969971,1364.969971,1364.969971,0.0
237,1965-12-22,1373.790039,1373.790039,1373.790039,1373.790039,1373.790039,0.0
238,1965-12-24,1389.290039,1389.290039,1389.290039,1389.290039,1389.290039,0.0
239,1965-12-27,1412.77002,1412.77002,1412.77002,1412.77002,1412.77002,0.0
240,1965-12-28,1417.829956,1417.829956,1417.829956,1417.829956,1417.829956,0.0
241,1965-12-29,1417.829956,1417.829956,1417.829956,1417.829956,1417.829956,0.0
242,1965-12-30,1417.829956,1417.829956,1417.829956,1417.829956,1417.829956,0.0
243,1965-12-31,528.690002,528.690002,528.690002,528.690002,528.690002,0.0
244,1966-01-03,527.210022,527.210022,527.210022,527.210022,527.210022,0.0
245,1966-01-04,978.985016,978.985016,978.985016,978.985016,978.985016,0.0
246,1966-01-05,972.994995,972.994995,972.994995,972.994995,972.994995,0.0
247,1966-01-06,983.504974,983.504974,983.504974,983.504974,983.504974,0.0
248,1966-01-07,980.5650025,980.5650025,980.5650025,980.5650025,980.5650025,0.0
249,1966-01-10,533.869995,533.869995,533.869995,533.869995,533.869995,0.0
250,1966-01-11,972.360016,972.360016,972.360016,972.360016,972.360016,0.0
251,1966-01-12,975.899994,975.899994,975.899994,975.899994,975.899994,0.0
252,1966-01-13,975.325012,975.325012,975.325012,975.325012,975.325012,0.0
253,1966-01-14,975.7850035,975.7850035,975.7850035,975.7850035,975.7850035,0.0
254,1966-01-17,979.279999,979.279999,979.279999,979.279999,979.279999,0.0
255,1966-01-18,976.475006,976.475006,976.475006,976.475006,976.475006,0.0
256,1966-01-19,976.110016,976.110016,976.110016,976.110016,976.110016,0.0
257,1966-01-20,978.615021,978.615021,978.615021,978.615021,978.615021,0.0
258,1966-01-21,985.659973,985.659973,985.659973,985.659973,985.659973,0.0
259,1966-01-24,994.6750185,994.6750185,994.6750185,994.6750185,994.6750185,0.0
260,1966-01-25,991.719971,991.719971,991.719971,991.719971,991.719971,0.0
261,1966-01-26,997.379974,997.379974,997.379974,997.379974,997.379974,0.0
262,1966-01-27,996.0599975,996.0599975,996.0599975,996.0599975,996.0599975,0.0
263,1966-01-28,1000.7499695,1000.7499695,1000.7499695,1000.7499695,1000.7499695,0.0
264,1966-01-31,1001.860016,1001.860016,1001.860016,1001.860016,1001.860016,0.0
265,1966-02-01,1007.1749875,1007.1749875,1007.1749875,1007.1749875,1007.1749875,0.0
266,1966-02-02,1011.930023,1011.930023,1011.930023,1011.930023,1011.930023,0.0
267,1966-02-03,1007.384979,1007.384979,1007.384979,1007.384979,1007.384979,0.0
268,1966-02-04,1011.269989,1011.269989,1011.269989,1011.269989,1011.269989,0.0
269,1966-02-07,1018.0700075,1018.0700075,1018.0700075,1018.0700075,1018.0700075,0.0
270,1966-02-08,1020.3700255,1020.3700255,1020.3700255,1020.3700255,1020.3700255,0.0
271,1966-02-09,1022.794983,1022.794983,1022.794983,1022.794983,1022.794983,0.0
272,1966-02-10,1013.759979,1013.759979,1013.759979,1013.759979,1013.759979,0.0
273,1966-02-11,538.309998,538.309998,538.309998,538.309998,538.309998,0.0
274,1966-02-14,1001.0250245,1001.0250245,1001.0250245,1001.0250245,1001.0250245,0.0
275,1966-02-15,994.274994,994.274994,994.274994,994.274994,994.274994,0.0
276,1966-02-16,1000.01001,1000.01001,1000.01001,1000.01001,1000.01001,0.0
277,1966-02-17,987.255005,987.255005,987.255005,987.255005,987.255005,0.0
278,1966-02-18,995.5350035,995.5350035,995.5350035,995.5350035,995.5350035,0.0
279,1966-02-21,997.0250245,997.0250245,997.0250245,997.0250245,997.0250245,0.0
280,1966-02-22,1465.420044,1465.420044,1465.420044,1465.420044,1465.420044,0.0
281,1966-02-23,1003.2049865,1003.2049865,1003.2049865,1003.2049865,1003.2049865,0.0
282,1966-02-24,1006.6150205,1006.6150205,1006.6150205,1006.6150205,1006.6150205,0.0
283,1966-02-25,1007.8450015,1007.8450015,1007.8450015,1007.8450015,1007.8450015,0.0
284,1966-02-28,1015.985016,1015.985016,1015.985016,1015.985016,1015.985016,0.0
285,1966-03-01,1019.3049925,1019.3049925,1019.3049925,1019.3049925,1019.3049925,0.0
286,1966-03-02,1013.725006,1013.725006,1013.725006,1013.725006,1013.725006,0.0
287,1966-03-03,1016.389984,1016.389984,1016.389984,1016.389984,1016.389984,0.0
288,1966-03-04,1019.169983,1019.169983,1019.169983,1019.169983,1019.169983,0.0
289,1966-03-07,1020.0650025,1020.0650025,1020.0650025,1020.0650025,1020.0650025,0.0
290,1966-03-08,1026.3400115,1026.3400115,1026.3400115,1026.3400115,1026.3400115,0.0
291,1966-03-09,1026.924988,1026.924988,1026.924988,1026.924988,1026.924988,0.0
292,1966-03-10,1020.585022,1020.585022,1020.585022,1020.585022,1020.585022,0.0
293,1966-03-11,1011.504974,1011.504974,1011.504974,1011.504974,1011.504974,0.0
294,1966-03-14,1019.9700165,1019.9700165,1019.9700165,1019.9700165,1019.9700165,0.0
295,1966-03-15,1021.049988,1021.049988,1021.049988,1021.049988,1021.049988,0.0
296,1966-03-16,1032.174988,1032.174988,1032.174988,1032.174988,1032.174988,0.0
297,1966-03-17,1028.550003,1028.550003,1028.550003,1028.550003,1028.550003,0.0
298,1966-03-18,1033.5250095,1033.5250095,1033.5250095,1033.5250095,1033.5250095,0.0
299,1966-03-21,512.190002,512.190002,512.190002,512.190002,512.190002,0.0
300,1966-03-22,1040.975006,1040.975006,1040.975006,1040.975006,1040.975006,0.0
301,1966-03-23,1037.3150175,1037.3150175,1037.3150175,1037.3150175,1037.3150175,0.0
302,1966-03-24,1042.2749635,1042.2749635,1042.2749635,1042.2749635,1042.2749635,0.0
303,1966-03-25,1032.0999755,1032.0999755,1032.0999755,1032.0999755,1032.0999755,0.0
304,1966-03-28,1040.769989,1040.769989,1040.769989,1040.769989,1040.769989,0.0
305,1966-03-29,1046.1999815,1046.1999815,1046.1999815,1046.1999815,1046.1999815,0.0
306,1966-03-30,1042.8650055,1042.8650055,1042.8650055,1042.8650055,1042.8650055,0.0
307,1966-03-31,1047.8650205,1047.8650205,1047.8650205,1047.8650205,1047.8650205,0.0
308,1966-04-01,1052.1549985,1052.1549985,1052.1549985,1052.1549985,1052.1549985,0.0
309,1966-04-04,1047.0499875,1047.0499875,1047.0499875,1047.0499875,1047.0499875,0.0
310,1966-04-05,1048.289978,1048.289978,1048.289978,1048.289978,1048.289978,0.0
311,1966-04-06,1044.7700195,1044.7700195,1044.7700195,1044.7700195,1044.7700195,0.0
312,1966-04-07,1033.1999815,1033.1999815,1033.1999815,1033.1999815,1033.1999815,0.0
313,1966-04-08,1548.0,1548.0,1548.0,1548.0,1548.0,0.0
314,1966-04-11,1031.3049925,1031.3049925,1031.3049925,1031.3049925,1031.3049925,0.0
315,1966-04-12,1037.8250125,1037.8250125,1037.8250125,1037.8250125,1037.8250125,0.0
316,1966-04-13,1040.0299685,1040.0299685,1040.0299685,1040.0299685,1040.0299685,0.0
317,1966-04-14,1031.6549985,1031.6549985,1031.6549985,1031.6549985,1031.6549985,0.0
318,1966-04-15,1030.779968,1030.779968,1030.779968,1030.779968,1030.779968,0.0
319,1966-04-18,1027.8900145,1027.8900145,1027.8900145,1027.8900145,1027.8900145,0.0
320,1966-04-19,1016.3000185,1016.3000185,1016.3000185,1016.3000185,1016.3000185,0.0
321,1966-04-20,1007.1750185,1007.1750185,1007.1750185,1007.1750185,1007.1750185,0.0
322,1966-04-21,1015.955017,1015.955017,1015.955017,1015.955017,1015.955017,0.0
323,1966-04-22,1015.569977,1015.569977,1015.569977,1015.569977,1015.569977,0.0
