Date,Adj Close,new_cases
2021-04-09,140.9199982,1896846
2021-04-12,139.3999939,1751762
2021-04-13,149.7100067,2328545
2021-04-14,160.0299988,2433665
2021-04-15,159.8699951,2380072
2021-04-16,170.8099976,2486785
2021-04-19,161.9100037,1890766
2021-04-20,156.7799988,2445520
2021-04-21,169.5,2486168
2021-04-22,168.1000061,2529818
2021-04-23,173.6300049,2496680
2021-04-26,177.6100006,1768431
2021-04-27,183.4100037,2305437
2021-04-28,178.6799927,2485961
2021-04-29,175.6699982,2399096
2021-04-30,178.8200073,2347080
2021-05-03,186.0200043,1743031
2021-05-04,173.5899963,2129993
2021-05-05,162.8399963,2229462
2021-05-06,160.5,2271630
2021-05-07,163.1499939,2162910
2021-05-10,158.5500031,1573000
2021-05-11,158.9900055,1944866
2021-05-12,152.6799927,1984580
2021-05-13,149.8699951,1908055
2021-05-14,161.3800049,1858649
2021-05-17,160.4299927,1369653
2021-05-18,159.5299988,1640534
2021-05-19,157.9900055,1802851
2021-05-20,165.9700012,1632581
2021-05-21,161.4499969,1646260
2021-05-24,164.1699982,1146097
2021-05-25,169.2599945,1390039
2021-05-26,175.5899963,1508174
2021-05-27,179.5399933,1484412
2021-05-28,185.0099945,1339465
2021-06-01,184.6600037,1248324
2021-06-02,191.6000061,1314467
2021-06-03,195.2200012,1319023
2021-06-04,206.0700073,1142887
2021-06-07,219.5700073,863649
2021-06-08,213.0,995383
2021-06-09,217.4400024,1139959
2021-06-10,217.0,1234981
2021-06-11,218.8500061,1145373
2021-06-14,207.4100037,825828
2021-06-15,201.5899963,1024109
2021-06-16,197.8399963,1045253
2021-06-17,202.4700012,1065563
2021-06-18,199.1900024,1091310
2021-06-21,208.2400055,793783
2021-06-22,221.3600006,1112784
2021-06-23,212.0399933,1069504
2021-06-24,220.1399994,1084926
2021-06-25,219.9400024,1122220
2021-06-28,222.9400024,887772
2021-06-29,234.4600067,1017475
2021-06-30,234.9799957,1065759
2021-07-01,235.1100006,1172555
2021-07-02,234.3000031,1180462
2021-07-06,233.3399963,1219689
2021-07-07,221.8999939,1251137
2021-07-08,232.7899933,1289064
2021-07-09,232.8099976,1386812
2021-07-12,239.3399963,1201467
2021-07-13,235.1499939,1463212
2021-07-14,246.6600037,1471424
2021-07-15,259.6749878,1587522
2021-07-16,286.4299927,1670112
2021-07-19,313.5899963,1437020
2021-07-20,307.3299866,1508631
2021-07-21,321.1099854,1607388
2021-07-22,323.480011,1620841
2021-07-23,348.8299866,2107615
2021-07-26,335.8699951,1555403
2021-07-27,328.5,1742475
2021-07-28,349.3200073,1828075
2021-07-29,345.6400146,1848487
2021-07-30,353.6000061,2093884
2021-08-02,346.6099854,1676158
2021-08-03,386.5100098,1819003
2021-08-04,419.0499878,1934761
2021-08-05,416.2600098,1989711
2021-08-06,413.7200012,2401041
2021-08-09,484.4700012,2082688
2021-08-10,456.7600098,2072533
2021-08-11,385.3299866,2346892
2021-08-12,391.4200134,2250905
2021-08-13,389.7799988,2772385
2021-08-16,373.8599854,2356792
2021-08-17,401.8599854,2336224
2021-08-18,398.7999878,2474254
2021-08-19,375.5299988,2435115
2021-08-20,382.980011,2744337
2021-08-23,411.8900146,2396161
2021-08-24,394.9400024,2379161
2021-08-25,397.8699951,2501817
2021-08-26,400.2999878,2519636
2021-08-27,382.2200012,2551555
2021-08-30,370.6900024,2409669
2021-08-31,376.6900024,2126886
2021-09-01,389.9400024,2570974
2021-09-02,397.6600037,2354494
2021-09-03,416.7000122,2511404
2021-09-07,436.3900146,2565721
2021-09-08,422.8999939,2212413
2021-09-09,455.9200134,2278468
2021-09-10,449.3800049,2253929
2021-09-13,419.7200012,2153688
2021-09-14,427.7099915,1953439
2021-09-15,434.4599915,2005598
2021-09-16,440.6499939,2074683
2021-09-17,430.0499878,2221693
2021-09-20,423.3299866,1893740
2021-09-21,434.0400085,1740078
2021-09-22,440.7200012,1915914
2021-09-23,454.6000061,1872333
2021-09-24,430.1400146,1986829
2021-09-27,408.8399963,1696436
2021-09-28,384.2099915,1643618
2021-09-29,378.8999939,1788239
2021-09-30,384.8599854,1775322
2021-10-01,341.0899963,1901886
2021-10-04,325.8399963,1660473
2021-10-05,332.1099854,1592255
2021-10-06,302.4200134,1868017
2021-10-07,309.3599854,1682241
2021-10-08,304.9100037,1790488
2021-10-11,305.1000061,1435786
2021-10-12,311.1300049,1652078
2021-10-13,321.5,1732167
2021-10-14,331.8800049,1696711
2021-10-15,324.2099915,1746204
2021-10-18,334.8399963,1558687
2021-10-19,333.6099854,1683098
2021-10-20,333.0100098,1795161
2021-10-21,339.5700073,1737841
2021-10-22,326.5400085,1829328
2021-10-25,349.5599976,1648848
2021-10-26,345.7399902,1719957
2021-10-27,340.8800049,1464066
2021-10-28,347.9200134,1326276
2021-10-29,345.2099915,1515432
2021-11-01,337.1700134,1235371
2021-11-02,348.6400146,1262864
2021-11-03,345.9200134,1627979
2021-11-04,284.019989,1580604
2021-11-05,236.9900055,1517948
2021-11-08,244.6799927,1471183
2021-11-09,236.8500061,1491059
2021-11-10,228.9600067,1421851
2021-11-11,225.8200073,1291081
2021-11-12,231.1900024,1299171
2021-11-15,235.0700073,1212406
2021-11-16,234.2799988,1193076
2021-11-17,242.2299957,1439204
2021-11-18,251.4100037,1302339
2021-11-19,263.7799988,1302937
2021-11-22,282.6900024,1366826
2021-11-23,276.3800049,1232692
2021-11-24,273.3900146,1449886
2021-11-26,329.6300049,1272077
2021-11-29,368.5100098,1436444
2021-11-30,352.4299927,1343060
2021-12-01,310.6099854,1548542
2021-12-02,301.4899902,1115485
2021-12-03,306.7200012,1121923
2021-12-06,265.3299866,877923
2021-12-07,282.3500061,1056993
2021-12-08,283.3999939,1043742
2021-12-09,272.2099915,1128676
2021-12-10,257.0599976,1074918
2021-12-13,271.9899902,786238
2021-12-14,277.1600037,755147
2021-12-15,283.2799988,859389
2021-12-16,282.019989,861499
2021-12-17,294.7999878,872425
2021-12-20,276.3800049,923277
2021-12-21,268.1400146,894734
2021-12-22,251.3600006,1093431
2021-12-23,249.9900055,1191243
2021-12-27,246.8800049,1687896
2021-12-28,241.4400024,1221028
2021-12-29,247.8800049,1670232
2021-12-30,251.6000061,1857979
2021-12-31,253.9799957,1672219
2022-01-03,235.0500031,2561681
2022-01-04,233.0599976,2572242
2022-01-05,215.2299957,2400965
2022-01-06,216.0599976,2678958
2022-01-07,213.8600006,2652568
2022-01-10,233.6999969,2890371
