Date,Adj Close
12/7/2018,18.60000038
12/10/2018,18.79999924
12/11/2018,18.01000023
12/12/2018,18.68000031
12/13/2018,18.76000023
12/14/2018,18.31999969
12/17/2018,17
12/18/2018,17
12/19/2018,16.18000031
12/20/2018,15.5
12/21/2018,14.47000027
12/24/2018,14.02999973
12/26/2018,13.52000046
12/27/2018,14.64999962
12/28/2018,14.14999962
12/31/2018,15.27000046
1/2/2019,15.32999992
1/3/2019,15.5
1/4/2019,16.95999908
1/7/2019,16.27000046
1/8/2019,16.95000076
1/9/2019,16.32999992
1/10/2019,16.47999954
1/11/2019,17
1/14/2019,16.73999977
1/15/2019,16.59000015
1/16/2019,16.26000023
1/17/2019,16.30999947
1/18/2019,16.69000053
1/22/2019,15.56000042
1/23/2019,14.78999996
1/24/2019,14.64000034
1/25/2019,14.90999985
1/28/2019,14.44999981
1/29/2019,14.63000011
1/30/2019,15.13000011
1/31/2019,16.60000038
2/1/2019,16.21999931
2/4/2019,16.27000046
2/5/2019,17.18000031
2/6/2019,18.13999939
2/7/2019,17.04999924
2/8/2019,17.98999977
2/11/2019,18.17000008
2/12/2019,18.69000053
2/13/2019,18.53000069
2/14/2019,19.65999985
2/15/2019,21.44000053
2/19/2019,20.82999992
2/20/2019,19.92000008
2/21/2019,19.34000015
2/22/2019,19.87999916
2/25/2019,21.64999962
2/26/2019,23.70000076
2/27/2019,22.10000038
2/28/2019,22.60000038
3/1/2019,22.27000046
3/4/2019,21.12000084
3/5/2019,21.37000084
3/6/2019,20.64999962
3/7/2019,20.59000015
3/8/2019,20.93000031
3/11/2019,20.43000031
3/12/2019,19.26000023
3/13/2019,19.96999931
3/14/2019,20.81999969
3/15/2019,21.81999969
3/18/2019,22.18000031
3/19/2019,20.35000038
3/20/2019,20
3/21/2019,19.34000015
3/22/2019,19
3/25/2019,19.39999962
3/26/2019,19.89999962
3/27/2019,19.27000046
3/28/2019,19.65999985
3/29/2019,20.35000038
4/1/2019,20.59000015
4/2/2019,19.70000076
4/3/2019,21.32999992
4/4/2019,23.07999992
4/5/2019,25.95999908
4/8/2019,27.22999954
4/9/2019,26.81999969
4/10/2019,26.79999924
4/11/2019,25.72999954
4/12/2019,24.61000061
4/15/2019,25.84000015
4/16/2019,23.78000069
4/17/2019,23.5
4/18/2019,22.51000023
4/22/2019,23.62999916
4/23/2019,24.70000076
4/24/2019,25.76000023
4/25/2019,25.73999977
4/26/2019,26.26000023
4/29/2019,25.13999939
4/30/2019,26.03000069
5/1/2019,26.39999962
5/2/2019,28.34000015
5/3/2019,27.20000076
5/6/2019,27.10000038
5/7/2019,24.54999924
5/8/2019,23.54000092
5/9/2019,23.26000023
5/10/2019,24.92000008
5/13/2019,24.43000031
5/14/2019,23.59000015
5/15/2019,23.12000084
5/16/2019,23.45999908
5/17/2019,23.07999992
5/20/2019,22.60000038
5/21/2019,22.70000076
5/22/2019,22
5/23/2019,21.37999916
5/24/2019,21.82999992
5/28/2019,21.54000092
5/29/2019,21.70000076
5/30/2019,21.48999977
5/31/2019,20.78000069
6/3/2019,19.85000038
6/4/2019,19.46999931
6/5/2019,17.70000076
6/6/2019,17.94000053
6/7/2019,17.52000046
6/10/2019,15.67000008
6/11/2019,16
6/12/2019,16.29999924
6/13/2019,16.15999985
6/14/2019,15.39999962
6/17/2019,15.77000046
6/18/2019,15.73999977
6/19/2019,15.5
6/20/2019,15.18000031
6/21/2019,14.69999981
6/24/2019,14.03999996
6/25/2019,13.77000046
6/26/2019,13.69999981
6/27/2019,14.34000015
6/28/2019,14.64000034
7/1/2019,14.72999954
7/2/2019,14.39999962
7/3/2019,15.31000042
7/5/2019,14.96000004
7/8/2019,14.28999996
7/9/2019,14.85000038
7/10/2019,14.47999954
7/11/2019,14.43999958
7/12/2019,14.19999981
7/15/2019,14.31999969
7/16/2019,14.14000034
7/17/2019,14.02999973
7/18/2019,14.26000023
7/19/2019,14.10999966
7/22/2019,14.05000019
7/23/2019,13.60000038
7/24/2019,14.47000027
7/25/2019,13.51000023
7/26/2019,14.11999989
7/29/2019,13.68999958
7/30/2019,13.39999962
7/31/2019,13.10000038
8/1/2019,13.01000023
8/2/2019,12.72999954
8/5/2019,12.26000023
8/6/2019,12.28999996
8/7/2019,12.85000038
8/8/2019,13.18999958
8/9/2019,13.32999992
8/12/2019,13.02000046
8/13/2019,13.30000019
8/14/2019,12.73999977
8/15/2019,12.67000008
8/16/2019,13.15999985
8/19/2019,13.39999962
8/20/2019,14.14999962
8/21/2019,14.28999996
8/22/2019,14.15999985
8/23/2019,13.88000011
8/26/2019,14.97000027
8/27/2019,14.51000023
8/28/2019,14.81999969
8/29/2019,15.18000031
8/30/2019,15.72999954
9/3/2019,14.88000011
9/4/2019,15.42000008
9/5/2019,15.52999973
9/6/2019,15.88000011
9/9/2019,16.03000069
9/10/2019,17.09000015
9/11/2019,15.92000008
9/12/2019,16.39999962
9/13/2019,16.70999908
9/16/2019,17.04999924
9/17/2019,17.65999985
9/18/2019,17.78000069
9/19/2019,17.89999962
